Timestamp,Day_of_Week,Time_of_Day,Is_Weekend,Is_Holiday,Special_Event,Cub1_VOC (ppm),Cub2_VOC (ppm),Cub3_VOC (ppm),Common_VOC (ppm),Cub1_CO2 (ppm),Cub2_CO2 (ppm),Cub3_CO2 (ppm),Common_CO2 (ppm),Cub1_Temp (°C),Cub2_Temp (°C),Cub3_Temp (°C),Common_Temp (°C),Odor_Level,Cub1_Moisture (%),Cub2_Moisture (%),Cub3_Moisture (%),Common_Moisture (%),Cub1_Load (kg),Cub2_Load (kg),Cub3_Load (kg),Mall_Occupancy,Cub1_Occupancy,Cub2_Occupancy,Cub3_Occupancy,Common_Occupancy
2024-01-09 12:05:00,Tuesday,12,no,no,no,134,237,109,203,563,553,527,494,23.1,23.9,23.3,25.6,High,73,70,79,62,18,44,35,2819,0,0,1,2
2024-01-09 12:10:00,Tuesday,12,no,no,no,174,117,185,335,568,585,688,647,26.9,24.6,26.7,25.8,High,74,85,79,77,28,0,11,2870,0,2,2,4
2024-01-09 12:15:00,Tuesday,12,no,no,no,298,222,210,217,404,440,610,476,23.7,26.5,24.5,25.9,High,89,76,74,70,44,11,0,1249,1,1,1,3
2024-01-09 12:20:00,Tuesday,12,no,no,no,203,183,110,159,688,572,564,716,25.5,25.2,24.7,26.9,High,87,71,72,74,46,9,31,1571,0,1,2,4
2024-01-09 12:25:00,Tuesday,12,no,no,no,230,205,153,170,642,574,429,557,26.7,24.6,23.3,26.0,Medium,76,80,89,77,1,14,6,1763,2,0,2,2
2024-01-09 12:30:00,Tuesday,12,no,no,no,283,145,124,241,493,603,587,732,26.2,23.8,23.3,27.9,High,72,77,72,79,27,40,26,2096,1,0,0,5
2024-01-09 12:35:00,Tuesday,12,no,no,no,229,110,220,230,629,607,579,726,25.9,25.4,25.6,24.1,High,79,74,79,71,47,8,29,2377,2,1,0,3
2024-01-09 12:40:00,Tuesday,12,no,no,no,203,232,186,344,479,627,404,706,24.0,25.3,26.0,25.3,High,84,78,75,76,17,28,0,2585,1,1,2,2
2024-01-09 12:45:00,Tuesday,12,no,no,no,111,166,277,195,546,623,459,480,23.1,23.9,24.7,27.5,High,87,85,77,76,40,24,27,1723,1,2,0,2
2024-01-09 12:50:00,Tuesday,12,no,no,no,298,163,156,331,568,574,469,725,24.7,25.0,25.4,26.2,High,77,70,86,64,18,16,49,1930,1,0,1,3
2024-01-09 12:55:00,Tuesday,12,no,no,no,175,220,232,287,632,580,602,708,24.5,25.6,24.6,25.6,High,72,74,88,68,37,23,30,1958,2,0,0,4
2024-01-09 13:00:00,Tuesday,13,no,no,no,119,234,254,320,614,479,573,638,25.3,23.5,23.7,26.7,High,84,81,80,74,20,44,16,1237,2,1,1,2
2024-01-09 13:05:00,Tuesday,13,no,no,no,213,154,275,244,528,652,601,488,26.5,23.5,24.7,25.2,High,88,88,87,76,36,17,24,2865,1,0,1,3
2024-01-09 13:10:00,Tuesday,13,no,no,no,272,287,110,321,539,513,438,700,25.0,25.9,26.8,24.8,High,74,73,70,61,15,12,1,2154,1,2,1,4
2024-01-09 13:15:00,Tuesday,13,no,no,no,165,128,167,313,442,607,545,728,23.3,24.2,23.5,25.4,High,81,85,70,62,39,6,3,1535,2,2,2,2
2024-01-09 13:20:00,Tuesday,13,no,no,no,114,115,183,179,519,533,582,577,25.2,23.7,26.2,26.5,Medium,87,70,73,61,27,11,21,2293,1,1,1,2
2024-01-09 13:25:00,Tuesday,13,no,no,no,190,226,132,322,599,537,453,479,26.8,24.0,23.4,25.6,High,73,89,89,71,42,31,39,1967,0,0,1,3
2024-01-09 13:30:00,Tuesday,13,no,no,no,260,252,141,219,690,508,652,716,24.6,26.2,26.2,26.6,High,74,73,76,75,25,19,21,1476,2,0,2,2
2024-01-09 13:35:00,Tuesday,13,no,no,no,219,128,252,334,544,550,599,506,25.9,26.9,25.9,26.0,High,83,71,83,63,10,5,40,1011,0,2,1,2
2024-01-09 13:40:00,Tuesday,13,no,no,no,279,136,265,203,455,634,639,500,25.4,23.8,24.3,26.6,High,73,70,72,71,4,43,29,2109,2,2,1,3
2024-01-09 13:45:00,Tuesday,13,no,no,no,203,228,281,278,487,528,477,678,23.3,23.0,25.1,24.2,High,88,71,85,60,42,42,41,1157,1,1,0,3
2024-01-09 13:50:00,Tuesday,13,no,no,no,213,190,241,155,487,425,523,566,23.9,26.1,26.5,26.1,Medium,85,88,73,61,12,46,5,2731,1,2,1,5
2024-01-09 13:55:00,Tuesday,13,no,no,no,153,104,208,203,459,512,551,664,26.2,26.4,26.0,25.1,High,77,71,86,75,12,26,1,1917,0,0,2,3
2024-01-09 14:00:00,Tuesday,14,no,no,no,256,202,219,172,675,507,494,678,24.8,26.1,26.7,25.1,High,71,75,78,68,36,31,24,1809,0,2,0,5
2024-01-09 14:05:00,Tuesday,14,no,no,no,234,113,100,277,550,667,496,562,26.5,23.6,23.6,25.1,High,89,87,88,60,22,13,48,2457,2,0,0,2
2024-01-09 14:10:00,Tuesday,14,no,no,no,210,187,260,232,608,413,690,500,26.1,23.5,24.5,27.5,High,84,89,83,67,12,13,39,2422,0,1,1,4
2024-01-09 14:15:00,Tuesday,14,no,no,no,210,226,124,253,571,633,581,697,23.4,26.1,23.3,25.4,High,77,87,76,77,0,37,38,2348,2,1,0,4
2024-01-09 14:20:00,Tuesday,14,no,no,no,207,224,265,319,424,522,529,642,24.9,24.3,24.6,24.8,High,88,80,75,70,44,38,45,1915,1,1,0,4
2024-01-09 14:25:00,Tuesday,14,no,no,no,224,141,194,316,492,544,492,599,25.0,26.6,26.7,25.4,High,83,86,80,72,39,41,24,2136,1,1,1,2
2024-01-09 14:30:00,Tuesday,14,no,no,no,290,124,142,230,629,652,566,584,24.6,23.3,24.6,26.3,High,74,89,71,67,46,7,48,1253,2,2,1,5
2024-01-09 14:35:00,Tuesday,14,no,no,no,270,202,122,294,574,473,586,537,25.0,25.7,25.1,24.6,High,78,80,73,77,45,1,17,2100,2,1,0,2
2024-01-09 14:40:00,Tuesday,14,no,no,no,205,243,232,309,608,406,485,642,25.4,24.7,25.5,27.5,High,75,71,88,67,28,16,19,2666,2,0,0,4
2024-01-09 14:45:00,Tuesday,14,no,no,no,134,291,139,279,672,618,552,533,24.6,26.5,24.2,25.5,High,79,84,75,74,18,3,33,2449,1,0,0,3
2024-01-09 14:50:00,Tuesday,14,no,no,no,144,239,241,324,579,619,525,473,26.4,24.9,25.9,25.9,High,71,81,88,79,43,30,44,2375,0,1,2,3
2024-01-09 14:55:00,Tuesday,14,no,no,no,297,237,232,232,451,681,560,465,24.7,26.0,26.3,26.9,High,81,78,79,64,22,31,46,1875,0,1,2,4
2024-01-09 15:00:00,Tuesday,15,no,no,no,150,293,105,290,532,410,639,659,24.0,25.8,27.0,25.3,High,86,74,87,66,27,8,13,1410,0,2,1,4
2024-01-09 15:05:00,Tuesday,15,no,no,no,224,225,135,269,687,507,689,613,23.0,25.2,26.0,26.1,High,82,86,71,67,29,40,39,2835,1,0,2,2
2024-01-09 15:10:00,Tuesday,15,no,no,no,162,266,220,279,559,612,408,550,24.5,24.5,26.7,27.0,High,71,81,77,68,19,1,37,2915,2,2,2,3
2024-01-09 15:15:00,Tuesday,15,no,no,no,133,213,250,348,530,690,562,617,23.7,26.2,23.7,24.3,High,72,87,78,60,31,3,22,1519,2,2,0,5
2024-01-09 15:20:00,Tuesday,15,no,no,no,270,224,104,185,551,405,420,601,24.3,26.7,23.9,24.1,High,72,85,80,76,36,25,18,1196,2,2,2,2
2024-01-09 15:25:00,Tuesday,15,no,no,no,292,284,169,181,412,641,676,493,24.4,25.7,23.1,26.9,Medium,88,70,74,68,43,5,9,1734,2,0,0,5
2024-01-09 15:30:00,Tuesday,15,no,no,no,241,198,248,297,687,669,545,662,25.8,24.4,26.5,27.7,High,72,88,86,75,21,3,2,2019,2,1,2,4
2024-01-09 15:35:00,Tuesday,15,no,no,no,242,159,283,160,442,643,586,731,26.3,26.5,23.1,26.8,High,79,76,72,74,20,18,18,1482,0,1,1,3
2024-01-09 15:40:00,Tuesday,15,no,no,no,166,234,125,162,656,524,465,620,23.3,25.3,25.7,27.4,High,71,87,77,75,26,10,21,2663,2,2,2,3
2024-01-09 15:45:00,Tuesday,15,no,no,no,177,272,222,275,549,556,543,474,26.4,24.6,27.0,27.3,High,80,86,85,64,8,22,9,1750,1,2,1,3
2024-01-09 15:50:00,Tuesday,15,no,no,no,265,219,228,199,614,654,549,464,25.5,27.0,23.8,24.7,Medium,85,82,88,79,48,15,9,1185,1,1,0,2
2024-01-09 15:55:00,Tuesday,15,no,no,no,214,130,199,321,617,413,506,713,25.7,25.6,24.4,26.2,High,72,75,73,63,45,22,30,2793,2,2,1,4
2024-01-09 16:00:00,Tuesday,16,no,no,no,153,146,127,171,552,644,644,669,26.5,24.8,25.9,26.4,High,87,70,77,73,19,5,37,1212,2,0,2,3
2024-01-09 16:05:00,Tuesday,16,no,no,no,246,169,278,285,493,573,553,614,25.4,24.0,23.2,27.6,High,75,74,88,60,33,26,7,2342,0,0,1,3
2024-01-09 16:10:00,Tuesday,16,no,no,no,199,151,172,229,451,534,681,696,23.4,25.1,23.6,26.8,High,74,77,73,67,47,9,2,2618,2,1,1,3
2024-01-09 16:15:00,Tuesday,16,no,no,no,287,164,220,197,652,545,443,647,24.8,24.7,26.0,26.6,High,71,79,80,78,0,20,20,2088,2,2,0,5
2024-01-09 16:20:00,Tuesday,16,no,no,no,245,298,152,285,583,458,656,704,25.5,26.4,25.0,25.3,High,79,79,77,75,4,18,36,1100,1,2,0,3
2024-01-09 16:25:00,Tuesday,16,no,no,no,129,127,299,274,506,652,648,684,25.9,25.8,23.1,26.2,High,82,88,71,61,1,3,43,2272,0,2,1,5
2024-01-09 16:30:00,Tuesday,16,no,no,no,214,157,271,263,664,563,587,629,25.1,26.3,25.9,26.1,High,89,73,73,76,16,15,37,2047,1,2,0,5
2024-01-09 16:35:00,Tuesday,16,no,no,no,261,115,144,246,585,625,406,462,26.9,26.2,23.5,26.1,High,84,77,86,76,18,48,34,1473,1,1,1,2
2024-01-09 16:40:00,Tuesday,16,no,no,no,280,257,253,306,655,520,448,667,24.0,23.5,23.8,27.4,High,81,75,85,67,8,30,23,1991,1,0,0,2
2024-01-09 16:45:00,Tuesday,16,no,no,no,263,104,168,321,530,647,529,459,26.5,25.6,23.8,26.5,High,71,81,89,61,48,6,17,2590,1,1,2,4
2024-01-09 16:50:00,Tuesday,16,no,no,no,123,271,206,172,657,509,493,736,26.1,25.9,24.9,26.3,High,77,77,75,68,16,9,22,1394,0,2,2,5
2024-01-09 16:55:00,Tuesday,16,no,no,no,255,295,286,316,572,529,624,726,23.4,25.5,26.0,26.9,High,74,81,74,65,40,48,25,1845,0,1,2,4
2024-01-09 17:00:00,Tuesday,17,no,no,no,224,173,114,154,679,646,575,503,25.5,23.2,25.7,24.0,Medium,82,76,88,76,2,37,23,1297,0,0,1,5
2024-01-09 17:05:00,Tuesday,17,no,no,no,110,152,174,337,568,460,613,641,23.7,23.8,25.0,27.4,High,78,70,77,70,28,39,27,1649,0,0,0,2
2024-01-09 17:10:00,Tuesday,17,no,no,no,108,117,187,252,593,481,656,507,26.9,23.9,23.2,26.5,High,73,70,80,71,9,5,42,2338,0,2,1,5
2024-01-09 17:15:00,Tuesday,17,no,no,no,221,224,175,345,595,531,494,620,23.1,24.3,23.2,24.7,High,87,77,71,77,15,13,21,2434,1,1,2,5
2024-01-09 17:20:00,Tuesday,17,no,no,no,244,112,179,278,494,449,578,660,27.0,25.6,25.4,24.2,High,77,75,89,70,18,48,14,1603,1,2,2,2
2024-01-09 17:25:00,Tuesday,17,no,no,no,219,229,205,209,497,570,592,589,26.0,24.7,24.6,24.2,High,89,70,83,77,27,16,12,2335,2,0,1,5
2024-01-09 17:30:00,Tuesday,17,no,no,no,173,147,161,263,629,547,665,488,26.6,26.6,24.0,24.3,High,75,75,74,67,9,10,4,2036,1,0,2,3
2024-01-09 17:35:00,Tuesday,17,no,no,no,148,183,267,217,490,688,571,650,24.3,23.2,25.7,24.0,High,82,70,73,62,5,46,15,2529,0,2,0,5
2024-01-09 17:40:00,Tuesday,17,no,no,no,223,198,241,207,625,582,426,462,25.1,24.7,25.9,25.7,High,77,70,74,74,41,48,5,1081,0,0,1,2
2024-01-09 17:45:00,Tuesday,17,no,no,no,213,238,215,225,418,459,469,708,23.4,24.1,25.8,25.8,High,85,89,87,60,15,14,4,2861,0,0,1,3
2024-01-09 17:50:00,Tuesday,17,no,no,no,260,129,263,280,681,551,534,678,24.5,25.9,24.5,25.1,High,88,74,71,79,19,35,34,1621,0,0,2,3
2024-01-09 17:55:00,Tuesday,17,no,no,no,227,255,267,200,675,622,490,633,26.8,25.6,23.8,25.7,High,72,72,73,67,44,44,39,1132,2,1,2,2
2024-01-09 18:00:00,Tuesday,18,no,no,no,125,279,244,278,540,571,501,570,25.3,25.5,25.5,25.8,High,81,71,80,72,29,40,39,1400,2,2,1,5
2024-01-09 18:05:00,Tuesday,18,no,no,no,296,167,104,248,586,513,649,585,24.6,25.8,24.7,25.0,High,82,81,71,70,10,36,2,1869,0,1,1,3
2024-01-09 18:10:00,Tuesday,18,no,no,no,197,299,274,269,667,545,606,739,26.7,26.5,23.9,26.8,High,89,74,84,68,47,30,46,2428,2,1,2,5
2024-01-09 18:15:00,Tuesday,18,no,no,no,153,106,132,175,550,576,482,495,24.4,25.2,25.2,25.2,Medium,75,74,80,75,20,37,24,2604,1,0,1,3
2024-01-09 18:20:00,Tuesday,18,no,no,no,257,137,117,159,551,497,539,663,23.4,25.7,25.6,25.4,High,76,86,71,64,1,37,37,1101,0,0,1,3
2024-01-09 18:25:00,Tuesday,18,no,no,no,232,184,215,248,471,600,431,515,26.5,23.4,24.5,26.4,High,79,86,85,79,42,48,37,2780,2,1,2,4
2024-01-09 18:30:00,Tuesday,18,no,no,no,185,124,169,263,664,643,489,556,26.3,27.0,26.3,24.2,High,87,88,81,75,17,38,16,2830,1,1,1,5
2024-01-09 18:35:00,Tuesday,18,no,no,no,233,259,146,270,448,538,579,642,25.6,25.3,23.0,26.7,High,87,73,88,61,42,35,24,1489,2,1,2,5
2024-01-09 18:40:00,Tuesday,18,no,no,no,109,197,261,249,463,416,635,549,23.4,26.8,23.7,28.0,High,83,87,74,66,34,41,2,1405,2,2,0,5
2024-01-09 18:45:00,Tuesday,18,no,no,no,168,286,261,342,416,469,632,677,26.1,25.4,26.0,26.0,High,87,75,70,72,21,23,43,2825,2,0,2,5
2024-01-09 18:50:00,Tuesday,18,no,no,no,127,288,149,152,430,682,549,507,25.7,25.2,23.9,24.4,Medium,70,87,75,69,30,36,38,1472,0,0,1,2
2024-01-09 18:55:00,Tuesday,18,no,no,no,103,264,165,208,515,520,640,554,24.8,24.6,25.7,27.1,High,73,71,75,69,19,21,19,2028,0,0,0,4
2024-01-09 19:00:00,Tuesday,19,no,no,no,115,202,237,234,484,537,458,568,25.4,25.3,24.2,24.8,High,78,75,86,79,10,43,20,1553,2,0,2,5
2024-01-09 19:05:00,Tuesday,19,no,no,no,235,108,266,178,413,564,549,679,24.0,26.2,26.8,24.4,High,83,87,87,74,16,18,32,2667,1,1,0,4
2024-01-09 19:10:00,Tuesday,19,no,no,no,104,295,280,259,519,500,483,665,23.9,23.1,24.9,26.2,High,76,74,85,70,39,30,35,1293,0,2,1,2
2024-01-09 19:15:00,Tuesday,19,no,no,no,130,125,194,213,401,500,631,677,25.0,25.1,26.3,25.8,High,73,88,75,68,44,39,30,2600,0,1,2,4
2024-01-09 19:20:00,Tuesday,19,no,no,no,182,131,137,247,413,652,666,582,25.6,26.5,25.5,26.4,High,70,81,77,65,40,0,24,2557,1,0,2,4
2024-01-09 19:25:00,Tuesday,19,no,no,no,279,102,154,325,665,585,664,501,24.7,26.3,25.3,26.2,High,83,80,70,72,36,35,7,2407,2,0,1,5
2024-01-09 19:30:00,Tuesday,19,no,no,no,166,216,281,206,636,432,469,639,26.5,24.3,23.6,26.2,High,89,76,73,66,29,33,35,1434,1,1,0,4
2024-01-09 19:35:00,Tuesday,19,no,no,no,229,199,106,323,546,600,697,544,25.5,24.0,26.0,27.1,High,89,75,89,74,0,33,37,2398,0,2,0,5
2024-01-09 19:40:00,Tuesday,19,no,no,no,190,233,263,332,632,687,427,636,23.9,24.3,25.1,25.4,High,84,72,85,75,34,34,24,2872,2,0,2,5
2024-01-09 19:45:00,Tuesday,19,no,no,no,256,150,187,261,524,643,642,715,26.1,23.9,25.8,25.7,High,76,88,79,78,32,38,31,2175,1,2,2,5
2024-01-09 19:50:00,Tuesday,19,no,no,no,211,109,292,164,439,523,552,605,24.1,24.0,23.2,27.9,High,89,73,70,76,5,8,28,2649,0,0,2,3
2024-01-09 19:55:00,Tuesday,19,no,no,no,148,143,156,255,435,553,487,653,27.0,25.8,23.9,25.4,High,83,78,75,72,26,2,37,2000,0,2,2,3
2024-01-09 20:00:00,Tuesday,20,no,no,no,264,269,121,215,611,576,591,573,25.9,24.6,24.2,25.8,High,84,79,86,78,34,22,5,1827,0,2,2,2
2024-01-09 20:05:00,Tuesday,20,no,no,no,121,134,125,157,698,665,517,531,26.5,24.5,24.2,27.7,High,71,83,85,70,27,45,49,2824,0,2,2,5
2024-01-09 20:10:00,Tuesday,20,no,no,no,248,211,256,213,634,469,480,734,24.7,24.4,24.1,24.4,High,70,88,89,78,25,22,42,1926,0,2,2,4
2024-01-09 20:15:00,Tuesday,20,no,no,no,115,185,295,299,475,579,660,555,23.7,26.2,24.6,27.3,High,87,81,71,72,43,22,40,1458,0,0,2,3
2024-01-09 20:20:00,Tuesday,20,no,no,no,273,183,246,164,485,686,550,718,26.7,24.4,23.1,24.8,High,88,83,76,75,17,43,46,2137,1,0,1,2
2024-01-09 20:25:00,Tuesday,20,no,no,no,252,295,216,320,550,459,540,572,23.5,24.1,24.9,24.3,High,85,82,87,65,2,40,34,1180,0,2,1,4
2024-01-09 20:30:00,Tuesday,20,no,no,no,238,182,138,301,411,526,421,559,24.4,24.4,26.5,27.2,High,76,73,80,67,15,36,21,1069,2,0,1,4
2024-01-09 20:35:00,Tuesday,20,no,no,no,286,196,132,337,416,682,407,708,26.8,25.8,26.0,24.3,High,81,81,71,63,43,35,34,1334,2,2,0,4
2024-01-09 20:40:00,Tuesday,20,no,no,no,284,211,185,161,520,473,464,510,26.7,24.9,25.6,24.2,Medium,70,74,71,60,49,0,33,1478,1,2,1,5
2024-01-09 20:45:00,Tuesday,20,no,no,no,258,271,232,198,453,494,589,678,24.6,25.1,25.0,24.9,High,76,73,74,64,17,14,2,1349,1,1,1,4
2024-01-09 20:50:00,Tuesday,20,no,no,no,131,154,151,335,463,588,619,591,24.7,25.9,25.5,25.8,High,70,77,77,73,16,25,9,2065,1,2,0,2
2024-01-09 20:55:00,Tuesday,20,no,no,no,189,139,122,294,595,461,505,644,25.5,23.3,23.5,25.3,High,82,71,75,79,26,17,21,2019,2,1,0,3
2024-01-09 21:00:00,Tuesday,21,no,no,no,262,208,254,192,642,484,427,579,25.1,24.7,23.9,26.7,Medium,70,80,77,75,18,16,25,1308,2,2,1,3
2024-01-09 21:05:00,Tuesday,21,no,no,no,233,109,133,172,569,510,403,474,24.5,23.6,23.5,25.2,Medium,83,77,82,73,38,26,9,2740,0,2,1,2
2024-01-09 21:10:00,Tuesday,21,no,no,no,295,112,184,168,588,511,525,613,23.9,24.1,23.4,24.5,High,70,84,87,77,32,13,46,1043,1,0,2,2
2024-01-09 21:15:00,Tuesday,21,no,no,no,268,270,157,241,696,447,493,663,25.4,23.2,23.9,26.0,High,75,83,70,79,27,47,37,1100,2,1,2,2
2024-01-09 21:20:00,Tuesday,21,no,no,no,211,194,109,329,527,497,678,573,24.6,23.8,24.0,27.5,High,88,86,71,73,3,38,26,1809,2,2,0,3
2024-01-09 21:25:00,Tuesday,21,no,no,no,242,245,194,328,576,431,682,687,25.3,24.6,26.7,27.4,High,87,87,79,62,27,13,32,1808,0,0,0,2
2024-01-09 21:30:00,Tuesday,21,no,no,no,197,130,142,333,507,654,538,586,25.9,25.7,23.5,24.3,High,87,80,88,75,14,7,28,2091,1,1,2,2
2024-01-09 21:35:00,Tuesday,21,no,no,no,171,128,272,233,646,601,488,614,24.5,23.7,26.8,27.5,High,74,72,88,68,39,23,22,1120,0,0,0,4
2024-01-09 21:40:00,Tuesday,21,no,no,no,216,139,258,332,511,498,629,465,24.6,23.5,23.4,27.6,High,82,70,72,63,22,17,42,2864,2,1,1,3
2024-01-09 21:45:00,Tuesday,21,no,no,no,203,146,158,173,608,496,462,614,25.2,26.4,24.2,26.2,High,88,85,71,71,38,26,10,2595,2,1,0,3
2024-01-09 21:50:00,Tuesday,21,no,no,no,229,249,183,182,607,686,429,498,26.9,26.3,23.7,25.7,Medium,77,82,84,74,4,41,37,2851,2,0,2,2
2024-01-09 21:55:00,Tuesday,21,no,no,no,210,167,263,155,461,679,543,484,26.4,24.2,25.3,26.1,Medium,88,82,89,63,24,27,21,1439,2,1,0,2
2024-01-10 10:00:00,Wednesday,10,no,no,no,170,237,131,164,649,628,695,658,23.1,23.7,24.1,27.8,High,87,76,71,67,18,49,27,1632,1,1,1,3
2024-01-10 10:05:00,Wednesday,10,no,no,no,173,271,180,155,557,642,467,727,25.1,26.8,24.9,27.8,High,89,88,73,68,46,11,39,2549,2,0,0,2
2024-01-10 10:10:00,Wednesday,10,no,no,no,150,173,259,324,634,520,503,471,25.9,25.8,25.3,27.4,High,72,77,73,60,37,34,45,1824,0,0,0,5
2024-01-10 10:15:00,Wednesday,10,no,no,no,274,220,162,253,551,536,600,496,24.1,24.0,26.8,25.8,High,73,88,73,79,1,16,14,1293,2,0,0,2
2024-01-10 10:20:00,Wednesday,10,no,no,no,290,221,201,329,483,578,486,584,25.7,23.9,24.1,25.9,High,76,77,73,75,14,22,23,2698,2,2,1,3
2024-01-10 10:25:00,Wednesday,10,no,no,no,128,133,121,228,579,608,590,484,26.5,26.4,25.3,26.6,High,77,89,86,62,5,35,3,1620,2,2,1,5
2024-01-10 10:30:00,Wednesday,10,no,no,no,103,198,215,157,558,476,584,516,25.2,23.3,25.1,27.7,High,85,84,79,79,7,25,9,1339,2,1,2,2
2024-01-10 10:35:00,Wednesday,10,no,no,no,155,233,184,168,668,581,496,462,24.0,24.0,25.4,26.1,Medium,75,73,81,61,3,18,14,2290,0,0,0,5
2024-01-10 10:40:00,Wednesday,10,no,no,no,216,145,228,201,536,458,615,624,23.1,26.4,26.9,25.9,High,76,82,77,61,21,22,41,1674,0,2,1,2
2024-01-10 10:45:00,Wednesday,10,no,no,no,294,124,289,310,531,577,613,500,24.9,26.4,25.2,27.4,High,88,87,86,63,3,15,28,1685,0,1,0,3
2024-01-10 10:50:00,Wednesday,10,no,no,no,158,288,261,266,522,426,595,741,23.3,24.1,25.8,27.6,High,88,85,82,77,17,11,1,1018,0,0,1,2
2024-01-10 10:55:00,Wednesday,10,no,no,no,130,156,184,314,483,441,667,505,25.1,23.7,23.2,26.6,High,88,88,70,66,17,11,39,2070,2,0,1,4
2024-01-10 11:00:00,Wednesday,11,no,no,no,111,297,166,208,635,606,437,652,26.9,24.6,23.1,25.6,High,87,87,72,77,47,6,44,2097,2,2,0,3
2024-01-10 11:05:00,Wednesday,11,no,no,no,235,253,204,292,566,428,580,742,25.8,26.3,26.1,24.3,High,80,87,86,64,23,5,21,1171,0,0,1,3
2024-01-10 11:10:00,Wednesday,11,no,no,no,236,296,248,322,585,488,557,657,26.1,26.6,26.1,27.9,High,78,83,78,70,49,4,36,2199,0,0,0,4
2024-01-10 11:15:00,Wednesday,11,no,no,no,147,272,252,243,608,483,562,500,24.3,23.7,24.7,27.7,High,76,80,88,61,33,20,9,2578,0,2,1,4
2024-01-10 11:20:00,Wednesday,11,no,no,no,118,256,123,317,472,454,557,576,24.2,26.8,23.5,27.8,High,80,74,86,63,24,29,15,2685,2,0,1,2
2024-01-10 11:25:00,Wednesday,11,no,no,no,184,228,174,257,673,515,530,571,23.5,23.1,26.6,26.3,High,79,76,77,73,41,5,30,2653,0,1,0,5
2024-01-10 11:30:00,Wednesday,11,no,no,no,297,281,188,313,639,482,413,681,23.7,26.1,24.2,26.4,High,80,87,89,63,26,20,16,1649,2,2,1,3
2024-01-10 11:35:00,Wednesday,11,no,no,no,268,214,116,247,563,637,628,740,23.5,25.6,25.0,24.4,High,78,79,88,70,15,7,15,2537,0,1,2,4
2024-01-10 11:40:00,Wednesday,11,no,no,no,176,197,127,158,455,624,562,632,26.0,24.7,23.8,25.6,High,80,79,85,78,41,4,35,1449,1,2,2,2
2024-01-10 11:45:00,Wednesday,11,no,no,no,220,108,276,159,588,501,436,735,25.3,24.3,25.4,24.2,High,85,87,72,70,33,17,36,2115,0,2,1,4
2024-01-10 11:50:00,Wednesday,11,no,no,no,276,207,290,217,682,691,605,604,24.2,24.6,25.2,26.9,High,77,85,72,60,23,25,9,1578,2,2,0,5
2024-01-10 11:55:00,Wednesday,11,no,no,no,194,225,133,236,498,578,540,669,26.2,24.7,25.6,26.3,High,88,85,82,64,9,26,29,2243,2,1,0,4
2024-01-10 12:00:00,Wednesday,12,no,no,no,160,103,228,345,513,450,624,678,26.5,25.5,24.9,27.0,High,83,84,87,71,8,30,17,2222,0,0,1,4
2024-01-10 12:05:00,Wednesday,12,no,no,no,219,112,293,190,452,589,485,727,23.3,23.7,26.7,25.8,High,81,87,88,62,16,23,12,1718,2,0,2,4
2024-01-10 12:10:00,Wednesday,12,no,no,no,261,215,221,175,572,494,464,629,24.7,23.6,24.0,27.2,High,76,87,73,73,18,30,49,2468,0,1,1,3
2024-01-10 12:15:00,Wednesday,12,no,no,no,266,100,232,247,521,417,671,609,25.7,25.6,23.2,25.2,High,70,72,85,61,6,0,33,2154,1,0,0,3
2024-01-10 12:20:00,Wednesday,12,no,no,no,112,169,216,177,420,663,684,543,24.5,24.4,25.0,24.0,Medium,82,81,86,65,44,33,42,1061,0,0,2,3
2024-01-10 12:25:00,Wednesday,12,no,no,no,270,122,210,333,528,450,573,628,23.9,26.0,24.6,25.5,High,70,89,78,73,6,22,34,1061,1,1,1,5
2024-01-10 12:30:00,Wednesday,12,no,no,no,218,249,229,166,641,686,511,582,24.7,26.6,26.7,26.8,Medium,70,80,79,66,8,10,4,2116,2,0,1,2
2024-01-10 12:35:00,Wednesday,12,no,no,no,283,163,126,259,593,547,637,695,26.7,23.2,25.4,24.7,High,84,75,79,79,40,1,1,2459,1,2,1,2
2024-01-10 12:40:00,Wednesday,12,no,no,no,211,137,115,301,531,451,551,670,23.1,26.8,26.2,24.9,High,83,76,87,77,48,4,12,1333,1,1,1,3
2024-01-10 12:45:00,Wednesday,12,no,no,no,185,205,275,314,593,469,486,530,23.2,23.8,23.9,25.1,High,71,71,77,69,23,27,44,2024,0,0,0,5
2024-01-10 12:50:00,Wednesday,12,no,no,no,219,227,110,231,496,656,645,727,24.6,23.2,24.0,24.3,High,83,87,77,73,48,19,21,2196,1,0,1,3
2024-01-10 12:55:00,Wednesday,12,no,no,no,210,213,146,253,571,492,694,496,26.7,26.7,24.9,25.1,High,70,72,86,75,48,17,2,1091,1,2,1,5
2024-01-10 13:00:00,Wednesday,13,no,no,no,153,255,178,227,415,625,478,628,24.8,26.4,25.8,26.0,High,88,72,79,77,23,8,31,1759,2,2,0,5
2024-01-10 13:05:00,Wednesday,13,no,no,no,282,159,282,233,639,510,565,583,26.8,23.5,24.1,27.3,High,76,72,89,68,28,2,17,1520,1,0,0,5
2024-01-10 13:10:00,Wednesday,13,no,no,no,282,172,227,345,527,476,520,578,24.7,26.1,26.7,24.3,High,82,88,81,60,0,28,22,1294,0,2,0,2
